phase_name,Zn,Mg,Cu,T
HCP_ZN,100,0,0,500
HCP_ZN,99,1,0,500
HCP_ZN,98,2,0,500
HCP_ZN+MG2ZN11,97,3,0,500
HCP_ZN+MG2ZN11,96,4,0,500
HCP_ZN+MG2ZN11,95,5,0,500
HCP_ZN+MG2ZN11,94,6,0,500
HCP_ZN+MG2ZN11,93,7,0,500
HCP_ZN+MG2ZN11,92,8,0,500
HCP_ZN+MG2ZN11,91,9,0,500
HCP_ZN+MG2ZN11,90,10,0,500
HCP_ZN+MG2ZN11,89,11,0,500
HCP_ZN+MG2ZN11,88,12,0,500
HCP_ZN+MG2ZN11,87,13,0,500
HCP_ZN+MG2ZN11,86,14,0,500
HCP_ZN+MG2ZN11,85,15,0,500
HCP_ZN+MG2ZN11,84,16,0,500
HCP_ZN+MG2ZN11,83,17,0,500
LAVES_C14+MG2ZN11,82,18,0,500
LAVES_C14+MG2ZN11,81,19,0,500
LAVES_C14+MG2ZN11,80,20,0,500
LAVES_C14+MG2ZN11,79,21,0,500
LAVES_C14+MG2ZN11,78,22,0,500
LAVES_C14+MG2ZN11,77,23,0,500
LAVES_C14+MG2ZN11,76,24,0,500
LAVES_C14+MG2ZN11,75,25,0,500
LAVES_C14+MG2ZN11,74,26,0,500
LAVES_C14+MG2ZN11,73,27,0,500
LAVES_C14+MG2ZN11,72,28,0,500
LAVES_C14+MG2ZN11,71,29,0,500
LAVES_C14+MG2ZN11,70,30,0,500
LAVES_C14+MG2ZN11,69,31,0,500
LAVES_C14+MG2ZN11,68,32,0,500
LAVES_C14+MG2ZN3,67,33,0,500
LAVES_C14+MG2ZN3,66,34,0,500
LAVES_C14+MG2ZN3,65,35,0,500
LAVES_C14+MG2ZN3,64,36,0,500
LAVES_C14+MG2ZN3,63,37,0,500
LAVES_C14+MG2ZN3,62,38,0,500
LAVES_C14+MG2ZN3,61,39,0,500
LAVES_C14+MG2ZN3,60,40,0,500
LAVES_C14+MG2ZN3,59,41,0,500
LAVES_C14+MG2ZN3,58,42,0,500
MG2ZN3+MGZN,57,43,0,500
MG2ZN3+MGZN,56,44,0,500
MG2ZN3+MGZN,55,45,0,500
MG2ZN3+MGZN,54,46,0,500
MG2ZN3+MGZN,53,47,0,500
HCP_A3+MGZN,52,48,0,500
HCP_A3+MGZN,51,49,0,500
HCP_A3+MGZN,50,50,0,500
HCP_A3+MGZN,49,51,0,500
HCP_A3+MGZN,48,52,0,500
HCP_A3+MGZN,47,53,0,500
HCP_A3+MGZN,46,54,0,500
HCP_A3+MGZN,45,55,0,500
HCP_A3+MGZN,44,56,0,500
HCP_A3+MGZN,43,57,0,500
HCP_A3+MGZN,42,58,0,500
HCP_A3+MGZN,41,59,0,500
HCP_A3+MGZN,40,60,0,500
HCP_A3+MGZN,39,61,0,500
HCP_A3+MGZN,38,62,0,500
HCP_A3+MGZN,37,63,0,500
HCP_A3+MGZN,36,64,0,500
HCP_A3+MGZN,35,65,0,500
HCP_A3+MGZN,34,66,0,500
HCP_A3+MGZN,33,67,0,500
HCP_A3+MGZN,32,68,0,500
HCP_A3+MGZN,31,69,0,500
HCP_A3+MGZN,30,70,0,500
HCP_A3+MGZN,29,71,0,500
HCP_A3+MGZN,28,72,0,500
HCP_A3+MGZN,27,73,0,500
HCP_A3+MGZN,26,74,0,500
HCP_A3+MGZN,25,75,0,500
HCP_A3+MGZN,24,76,0,500
HCP_A3+MGZN,23,77,0,500
HCP_A3+MGZN,22,78,0,500
HCP_A3+MGZN,21,79,0,500
HCP_A3+MGZN,20,80,0,500
HCP_A3+MGZN,19,81,0,500
HCP_A3+MGZN,18,82,0,500
HCP_A3+MGZN,17,83,0,500
HCP_A3+MGZN,16,84,0,500
HCP_A3+MGZN,15,85,0,500
HCP_A3+MGZN,14,86,0,500
HCP_A3+MGZN,13,87,0,500
HCP_A3+MGZN,12,88,0,500
HCP_A3+MGZN,11,89,0,500
HCP_A3+MGZN,10,90,0,500
HCP_A3+MGZN,9,91,0,500
HCP_A3+MGZN,8,92,0,500
HCP_A3+MGZN,7,93,0,500
HCP_A3+MGZN,6,94,0,500
HCP_A3+MGZN,5,95,0,500
HCP_A3+MGZN,4,96,0,500
HCP_A3+MGZN,3,97,0,500
HCP_A3,2,98,0,500
HCP_A3,1,99,0,500
HCP_A3,0,100,0,500
HCP_ZN,99,0,1,500
HCP_ZN,98,1,1,500
HCP_ZN+MG2ZN11,97,2,1,500
HCP_ZN+MG2ZN11,96,3,1,500
HCP_ZN+MG2ZN11,95,4,1,500
HCP_ZN+MG2ZN11,94,5,1,500
HCP_ZN+MG2ZN11,93,6,1,500
HCP_ZN+MG2ZN11,92,7,1,500
HCP_ZN+MG2ZN11,91,8,1,500
HCP_ZN+MG2ZN11,90,9,1,500
HCP_ZN+MG2ZN11,89,10,1,500
HCP_ZN+MG2ZN11,88,11,1,500
HCP_ZN+MG2ZN11,87,12,1,500
HCP_ZN+MG2ZN11,86,13,1,500
HCP_ZN+MG2ZN11,85,14,1,500
HCP_ZN+MG2ZN11,84,15,1,500
HCP_ZN+MG2ZN11,83,16,1,500
HCP_A3+LAVES_C14+MG2ZN11,82,17,1,500
LAVES_C14+MG2ZN11,81,18,1,500
LAVES_C14+MG2ZN11,80,19,1,500
LAVES_C14+MG2ZN11,79,20,1,500
LAVES_C14+MG2ZN11,78,21,1,500
LAVES_C14+MG2ZN11,77,22,1,500
LAVES_C14+MG2ZN11,76,23,1,500
LAVES_C14+MG2ZN11,75,24,1,500
LAVES_C14+MG2ZN11,74,25,1,500
LAVES_C14+MG2ZN11,73,26,1,500
LAVES_C14+MG2ZN11,72,27,1,500
LAVES_C14+MG2ZN11,71,28,1,500
LAVES_C14+MG2ZN11,70,29,1,500
LAVES_C14+MG2ZN11,69,30,1,500
LAVES_C14+MG2ZN11,68,31,1,500
LAVES_C14+MG2ZN11,67,32,1,500
LAVES_C14+MG2ZN3,66,33,1,500
LAVES_C14+MG2ZN3,65,34,1,500
LAVES_C14+MG2ZN3,64,35,1,500
LAVES_C14+MG2ZN3,63,36,1,500
LAVES_C14+MG2ZN3,62,37,1,500
LAVES_C14+MG2ZN3,61,38,1,500
LAVES_C14+MG2ZN3,60,39,1,500
LAVES_C14+MG2ZN3,59,40,1,500
LAVES_C14+MG2ZN3,58,41,1,500
HCP_A3+LAVES_C36+MGZN,57,42,1,500
MG2ZN3+MGZN,56,43,1,500
MG2ZN3+MGZN,55,44,1,500
MG2ZN3+MGZN,54,45,1,500
MG2ZN3+MGZN,53,46,1,500
HCP_A3+LAVES_C36+MGZN,52,47,1,500
HCP_A3+MGZN,51,48,1,500
HCP_A3+MGZN,50,49,1,500
HCP_A3+MGZN,49,50,1,500
HCP_A3+MGZN,48,51,1,500
HCP_A3+MGZN,47,52,1,500
HCP_A3+MGZN,46,53,1,500
HCP_A3+MGZN,45,54,1,500
HCP_A3+MGZN,44,55,1,500
HCP_A3+MGZN,43,56,1,500
HCP_A3+MGZN,42,57,1,500
HCP_A3+MGZN,41,58,1,500
HCP_A3+MGZN,40,59,1,500
HCP_A3+MGZN,39,60,1,500
HCP_A3+MGZN,38,61,1,500
HCP_A3+MGZN,37,62,1,500
HCP_A3+MGZN,36,63,1,500
HCP_A3+MGZN,35,64,1,500
HCP_A3+MGZN,34,65,1,500
HCP_A3+MGZN,33,66,1,500
HCP_A3+MGZN,32,67,1,500
HCP_A3+MGZN,31,68,1,500
HCP_A3+MGZN,30,69,1,500
HCP_A3+MGZN,29,70,1,500
HCP_A3+MGZN,28,71,1,500
HCP_A3+MGZN,27,72,1,500
HCP_A3+MGZN,26,73,1,500
HCP_A3+MGZN,25,74,1,500
HCP_A3+MGZN,24,75,1,500
HCP_A3+MGZN,23,76,1,500
HCP_A3+LAVES_C36,22,77,1,500
HCP_A3+MGZN,21,78,1,500
HCP_A3+MGZN,20,79,1,500
HCP_A3+MGZN,19,80,1,500
HCP_A3+MGZN,18,81,1,500
HCP_A3+MGZN,17,82,1,500
HCP_A3+MGZN,16,83,1,500
HCP_A3+MGZN,15,84,1,500
HCP_A3+MGZN,14,85,1,500
HCP_A3+MGZN,13,86,1,500
HCP_A3+MGZN,12,87,1,500
HCP_A3+MGZN,11,88,1,500
HCP_A3+MGZN,10,89,1,500
HCP_A3+MGZN,9,90,1,500
HCP_A3+MGZN,8,91,1,500
HCP_A3+MGZN,7,92,1,500
HCP_A3+MGZN,6,93,1,500
HCP_A3+MGZN,5,94,1,500
HCP_A3+MGZN,4,95,1,500
HCP_A3+MGZN,3,96,1,500
HCP_A3,2,97,1,500
HCP_A3,1,98,1,500
HCP_A3,0,99,1,500
HCP_ZN,98,0,2,500
HCP_ZN,97,1,2,500
HCP_ZN+MG2ZN11,96,2,2,500
HCP_ZN+MG2ZN11,95,3,2,500
HCP_ZN+MG2ZN11,94,4,2,500
HCP_ZN+MG2ZN11,93,5,2,500
HCP_ZN+MG2ZN11,92,6,2,500
HCP_ZN+MG2ZN11,91,7,2,500
HCP_ZN+MG2ZN11,90,8,2,500
HCP_ZN+MG2ZN11,89,9,2,500
HCP_ZN+MG2ZN11,88,10,2,500
HCP_ZN+MG2ZN11,87,11,2,500
HCP_ZN+MG2ZN11,86,12,2,500
HCP_ZN+MG2ZN11,85,13,2,500
HCP_ZN+MG2ZN11,84,14,2,500
HCP_ZN+MG2ZN11,83,15,2,500
HCP_A3+LAVES_C14+MG2ZN11,82,16,2,500
HCP_A3+LAVES_C14+MG2ZN11,81,17,2,500
LAVES_C14+MG2ZN11,80,18,2,500
LAVES_C14+MG2ZN11,79,19,2,500
LAVES_C14+MG2ZN11,78,20,2,500
LAVES_C14+MG2ZN11,77,21,2,500
LAVES_C14+MG2ZN11,76,22,2,500
LAVES_C14+MG2ZN11,75,23,2,500
LAVES_C14+MG2ZN11,74,24,2,500
LAVES_C14+MG2ZN11,73,25,2,500
LAVES_C14+MG2ZN11,72,26,2,500
LAVES_C14+MG2ZN11,71,27,2,500
LAVES_C14+MG2ZN11,70,28,2,500
LAVES_C14+MG2ZN11,69,29,2,500
LAVES_C14+MG2ZN11,68,30,2,500
LAVES_C14+MG2ZN11,67,31,2,500
LAVES_C14+MG2ZN3,66,32,2,500
LAVES_C14+MG2ZN3,65,33,2,500
LAVES_C14+MG2ZN3,64,34,2,500
LAVES_C14+MG2ZN3,63,35,2,500
LAVES_C14+MG2ZN3,62,36,2,500
LAVES_C14+MG2ZN3,61,37,2,500
LAVES_C14+MG2ZN3,60,38,2,500
LAVES_C14+MG2ZN3,59,39,2,500
LAVES_C14+MG2ZN3,58,40,2,500
HCP_A3+LAVES_C36+MGZN,57,41,2,500
HCP_A3+LAVES_C36+MGZN,56,42,2,500
HCP_A3+LAVES_C36+MGZN,55,43,2,500
MG2ZN3+MGZN,54,44,2,500
HCP_A3+LAVES_C36+MGZN,53,45,2,500
HCP_A3+LAVES_C36+MGZN,52,46,2,500
HCP_A3+LAVES_C36+MGZN,51,47,2,500
HCP_A3+MGZN,50,48,2,500
HCP_A3+MGZN,49,49,2,500
HCP_A3+MGZN,48,50,2,500
HCP_A3+LAVES_C36+MGZN,47,51,2,500
HCP_A3+LAVES_C36+MGZN,46,52,2,500
HCP_A3+MGZN,45,53,2,500
HCP_A3+MGZN,44,54,2,500
HCP_A3+MGZN,43,55,2,500
HCP_A3+MGZN,42,56,2,500
HCP_A3+MGZN,41,57,2,500
HCP_A3+MGZN,40,58,2,500
HCP_A3+MGZN,39,59,2,500
HCP_A3+MGZN,38,60,2,500
HCP_A3+MGZN,37,61,2,500
HCP_A3+MGZN,36,62,2,500
HCP_A3+MGZN,35,63,2,500
HCP_A3+MGZN,34,64,2,500
HCP_A3+MGZN,33,65,2,500
HCP_A3+MGZN,32,66,2,500
HCP_A3+MGZN,31,67,2,500
HCP_A3+MGZN,30,68,2,500
HCP_A3+MGZN,29,69,2,500
HCP_A3+MGZN,28,70,2,500
HCP_A3+LAVES_C36,27,71,2,500
HCP_A3+LAVES_C36,26,72,2,500
HCP_A3+MGZN,25,73,2,500
HCP_A3+MGZN,24,74,2,500
HCP_A3+MGZN,23,75,2,500
HCP_A3+LAVES_C36,22,76,2,500
HCP_A3+LAVES_C36,21,77,2,500
HCP_A3+MGZN,20,78,2,500
HCP_A3+MGZN,19,79,2,500
HCP_A3+MGZN,18,80,2,500
HCP_A3+MGZN,17,81,2,500
HCP_A3+MGZN,16,82,2,500
HCP_A3+MGZN,15,83,2,500
HCP_A3+MGZN,14,84,2,500
HCP_A3+MGZN,13,85,2,500
HCP_A3+MGZN,12,86,2,500
HCP_A3+MGZN,11,87,2,500
HCP_A3+MGZN,10,88,2,500
HCP_A3+MGZN,9,89,2,500
HCP_A3+MGZN,8,90,2,500
HCP_A3+MGZN,7,91,2,500
HCP_A3+MGZN,6,92,2,500
HCP_A3+MGZN,5,93,2,500
HCP_A3+MGZN,4,94,2,500
HCP_A3+MGZN,3,95,2,500
HCP_A3+MGZN,2,96,2,500
HCP_A3,1,97,2,500
HCP_A3,0,98,2,500
HCP_A3+HCP_ZN,97,0,3,500
HCP_A3+HCP_ZN,96,1,3,500
HCP_A3+HCP_ZN,95,2,3,500
HCP_ZN+MG2ZN11,94,3,3,500
HCP_ZN+MG2ZN11,93,4,3,500
HCP_ZN+MG2ZN11,92,5,3,500
HCP_A3+HCP_ZN+MG2ZN11,91,6,3,500
HCP_ZN+MG2ZN11,90,7,3,500
HCP_ZN+MG2ZN11,89,8,3,500
HCP_ZN+MG2ZN11,88,9,3,500
HCP_ZN+MG2ZN11,87,10,3,500
HCP_A3+HCP_ZN+MG2ZN11,86,11,3,500
HCP_ZN+MG2ZN11,85,12,3,500
HCP_ZN+MG2ZN11,84,13,3,500
HCP_ZN+MG2ZN11,83,14,3,500
HCP_A3+LAVES_C14+MG2ZN11,82,15,3,500
HCP_A3+LAVES_C14+MG2ZN11,81,16,3,500
HCP_A3+LAVES_C14+MG2ZN11,80,17,3,500
HCP_A3+LAVES_C14+MG2ZN11,79,18,3,500
HCP_A3+LAVES_C14+MG2ZN11,78,19,3,500
HCP_A3+LAVES_C14+MG2ZN11,77,20,3,500
HCP_A3+LAVES_C14+MG2ZN11,76,21,3,500
HCP_A3+LAVES_C14+MG2ZN11,75,22,3,500
LAVES_C14+MG2ZN11,74,23,3,500
LAVES_C14+MG2ZN11,73,24,3,500
LAVES_C14+MG2ZN11,72,25,3,500
HCP_A3+LAVES_C14,71,26,3,500
LAVES_C14+MG2ZN11,70,27,3,500
LAVES_C14+MG2ZN11,69,28,3,500
LAVES_C14+MG2ZN11,68,29,3,500
HCP_A3+LAVES_C14+LAVES_C36,67,30,3,500
HCP_A3+LAVES_C14+LAVES_C36,66,31,3,500
HCP_A3+LAVES_C14+LAVES_C36,65,32,3,500
LAVES_C14+MG2ZN3,64,33,3,500
LAVES_C14+MG2ZN3,63,34,3,500
LAVES_C14+MG2ZN3,62,35,3,500
LAVES_C14+LAVES_C36+MG2ZN3,61,36,3,500
LAVES_C14+MG2ZN3,60,37,3,500
LAVES_C14+MG2ZN3,59,38,3,500
LAVES_C14+MG2ZN3,58,39,3,500
HCP_A3+LAVES_C36+MGZN,57,40,3,500
HCP_A3+LAVES_C36+MGZN,56,41,3,500
HCP_A3+LAVES_C36+MGZN,55,42,3,500
HCP_A3+LAVES_C36+MGZN,54,43,3,500
HCP_A3+LAVES_C36+MGZN,53,44,3,500
HCP_A3+LAVES_C36+MGZN,52,45,3,500
HCP_A3+LAVES_C36+MGZN,51,46,3,500
HCP_A3+LAVES_C36+MGZN,50,47,3,500
HCP_A3+LAVES_C36+MGZN,49,48,3,500
HCP_A3+LAVES_C36+MGZN,48,49,3,500
HCP_A3+LAVES_C36+MGZN,47,50,3,500
HCP_A3+LAVES_C36+MGZN,46,51,3,500
HCP_A3+LAVES_C36+MGZN,45,52,3,500
HCP_A3+LAVES_C36+MGZN,44,53,3,500
HCP_A3+LAVES_C36+MGZN,43,54,3,500
HCP_A3+LAVES_C36+MGZN,42,55,3,500
HCP_A3+LAVES_C36+MGZN,41,56,3,500
HCP_A3+LAVES_C36+MGZN,40,57,3,500
HCP_A3+MGZN,39,58,3,500
HCP_A3+MGZN,38,59,3,500
HCP_A3+MGZN,37,60,3,500
HCP_A3+LAVES_C36+MGZN,36,61,3,500
HCP_A3+MGZN,35,62,3,500
HCP_A3+MGZN,34,63,3,500
HCP_A3+MGZN,33,64,3,500
HCP_A3+LAVES_C36,32,65,3,500
HCP_A3+LAVES_C36,31,66,3,500
HCP_A3+LAVES_C36,30,67,3,500
HCP_A3+MGZN,29,68,3,500
HCP_A3+MGZN,28,69,3,500
HCP_A3+LAVES_C36,27,70,3,500
HCP_A3+LAVES_C36,26,71,3,500
HCP_A3+LAVES_C36,25,72,3,500
HCP_A3+LAVES_C36,24,73,3,500
HCP_A3+LAVES_C36,23,74,3,500
HCP_A3+LAVES_C36,22,75,3,500
HCP_A3+LAVES_C36,21,76,3,500
HCP_A3+LAVES_C36,20,77,3,500
HCP_A3+MGZN,19,78,3,500
HCP_A3+MGZN,18,79,3,500
HCP_A3+MGZN,17,80,3,500
HCP_A3+LAVES_C15+LAVES_C36,16,81,3,500
HCP_A3+MGZN,15,82,3,500
HCP_A3+MGZN,14,83,3,500
HCP_A3+MGZN,13,84,3,500
HCP_A3+MGZN,12,85,3,500
HCP_A3+LAVES_C15,11,86,3,500
HCP_A3+MGZN,10,87,3,500
HCP_A3+MGZN,9,88,3,500
HCP_A3+MGZN,8,89,3,500
CUMG2+HCP_A3+LAVES_C15,7,90,3,500
CUMG2+HCP_A3+LAVES_C15,6,91,3,500
CUMG2+HCP_A3+LAVES_C15,5,92,3,500
HCP_A3+MGZN,4,93,3,500
HCP_A3+MGZN,3,94,3,500
CUMG2+HCP_A3,2,95,3,500
CUMG2+HCP_A3,1,96,3,500
CUMG2+HCP_A3,0,97,3,500
HCP_A3+HCP_ZN,96,0,4,500
HCP_A3+HCP_ZN,95,1,4,500
HCP_A3+HCP_ZN,94,2,4,500
HCP_ZN+MG2ZN11,93,3,4,500
HCP_A3+HCP_ZN+MG2ZN11,92,4,4,500
HCP_A3+HCP_ZN+MG2ZN11,91,5,4,500
HCP_A3+HCP_ZN+MG2ZN11,90,6,4,500
HCP_A3+HCP_ZN+MG2ZN11,89,7,4,500
HCP_ZN+MG2ZN11,88,8,4,500
HCP_A3+HCP_ZN+MG2ZN11,87,9,4,500
HCP_A3+HCP_ZN+MG2ZN11,86,10,4,500
HCP_A3+HCP_ZN+MG2ZN11,85,11,4,500
HCP_A3+HCP_ZN+MG2ZN11,84,12,4,500
HCP_A3+LAVES_C14+MG2ZN11,83,13,4,500
HCP_A3+LAVES_C14+MG2ZN11,82,14,4,500
HCP_A3+LAVES_C14+MG2ZN11,81,15,4,500
HCP_A3+LAVES_C14+MG2ZN11,80,16,4,500
HCP_A3+LAVES_C14+MG2ZN11,79,17,4,500
HCP_A3+LAVES_C14+MG2ZN11,78,18,4,500
HCP_A3+LAVES_C14+MG2ZN11,77,19,4,500
HCP_A3+LAVES_C14+MG2ZN11,76,20,4,500
HCP_A3+LAVES_C14+MG2ZN11,75,21,4,500
HCP_A3+LAVES_C14+MG2ZN11,74,22,4,500
LAVES_C14+MG2ZN11,73,23,4,500
HCP_A3+LAVES_C14,72,24,4,500
HCP_A3+LAVES_C14,71,25,4,500
HCP_A3+LAVES_C14,70,26,4,500
HCP_A3+LAVES_C14,69,27,4,500
HCP_A3+LAVES_C14+LAVES_C36,68,28,4,500
HCP_A3+LAVES_C14+LAVES_C36,67,29,4,500
HCP_A3+LAVES_C14+LAVES_C36,66,30,4,500
HCP_A3+LAVES_C14+LAVES_C36,65,31,4,500
HCP_A3+LAVES_C14+LAVES_C36,64,32,4,500
LAVES_C14+MG2ZN3,63,33,4,500
LAVES_C14+LAVES_C36+MG2ZN3,62,34,4,500
LAVES_C14+LAVES_C36+MG2ZN3,61,35,4,500
LAVES_C14+LAVES_C36+MG2ZN3,60,36,4,500
LAVES_C14+LAVES_C36+MG2ZN3,59,37,4,500
HCP_A3+LAVES_C36+MGZN,58,38,4,500
HCP_A3+LAVES_C36+MGZN,57,39,4,500
HCP_A3+LAVES_C36+MGZN,56,40,4,500
HCP_A3+LAVES_C36+MGZN,55,41,4,500
HCP_A3+LAVES_C36+MGZN,54,42,4,500
HCP_A3+LAVES_C36+MGZN,53,43,4,500
HCP_A3+LAVES_C36+MGZN,52,44,4,500
HCP_A3+LAVES_C36+MGZN,51,45,4,500
HCP_A3+LAVES_C36+MGZN,50,46,4,500
HCP_A3+LAVES_C36+MGZN,49,47,4,500
HCP_A3+LAVES_C36+MGZN,48,48,4,500
HCP_A3+LAVES_C36+MGZN,47,49,4,500
HCP_A3+LAVES_C36+MGZN,46,50,4,500
HCP_A3+LAVES_C36+MGZN,45,51,4,500
HCP_A3+LAVES_C36+MGZN,44,52,4,500
HCP_A3+LAVES_C36+MGZN,43,53,4,500
HCP_A3+LAVES_C36+MGZN,42,54,4,500
HCP_A3+LAVES_C36+MGZN,41,55,4,500
HCP_A3+LAVES_C36+MGZN,40,56,4,500
HCP_A3+LAVES_C36+MGZN,39,57,4,500
HCP_A3+MGZN,38,58,4,500
HCP_A3+LAVES_C36+MGZN,37,59,4,500
HCP_A3+LAVES_C36+MGZN,36,60,4,500
HCP_A3+LAVES_C36+MGZN,35,61,4,500
HCP_A3+LAVES_C36+MGZN,34,62,4,500
HCP_A3+LAVES_C36,33,63,4,500
HCP_A3+LAVES_C36,32,64,4,500
HCP_A3+LAVES_C36,31,65,4,500
HCP_A3+LAVES_C36,30,66,4,500
HCP_A3+LAVES_C36,29,67,4,500
HCP_A3+LAVES_C36,28,68,4,500
HCP_A3+LAVES_C36,27,69,4,500
HCP_A3+LAVES_C36,26,70,4,500
HCP_A3+LAVES_C36,25,71,4,500
HCP_A3+LAVES_C36,24,72,4,500
HCP_A3+LAVES_C36,23,73,4,500
HCP_A3+LAVES_C36,22,74,4,500
HCP_A3+LAVES_C36,21,75,4,500
HCP_A3+LAVES_C36,20,76,4,500
HCP_A3+LAVES_C36,19,77,4,500
HCP_A3+MGZN,18,78,4,500
HCP_A3+LAVES_C15+LAVES_C36,17,79,4,500
HCP_A3+LAVES_C15+LAVES_C36,16,80,4,500
HCP_A3+LAVES_C15+LAVES_C36,15,81,4,500
HCP_A3+LAVES_C15+LAVES_C36,14,82,4,500
HCP_A3+MGZN,13,83,4,500
HCP_A3+LAVES_C15,12,84,4,500
HCP_A3+LAVES_C15,11,85,4,500
HCP_A3+LAVES_C15,10,86,4,500
HCP_A3+LAVES_C15,9,87,4,500
CUMG2+HCP_A3+LAVES_C15,8,88,4,500
CUMG2+HCP_A3+LAVES_C15,7,89,4,500
CUMG2+HCP_A3+LAVES_C15,6,90,4,500
CUMG2+HCP_A3+LAVES_C15,5,91,4,500
CUMG2+HCP_A3+LAVES_C15,4,92,4,500
CUMG2+HCP_A3,3,93,4,500
CUMG2+HCP_A3,2,94,4,500
CUMG2+HCP_A3,1,95,4,500
CUMG2+HCP_A3,0,96,4,500
HCP_A3+HCP_ZN,95,0,5,500
HCP_A3+HCP_ZN,94,1,5,500
HCP_A3+HCP_ZN,93,2,5,500
HCP_A3+HCP_ZN+MG2ZN11,92,3,5,500
HCP_A3+HCP_ZN+MG2ZN11,91,4,5,500
HCP_A3+HCP_ZN+MG2ZN11,90,5,5,500
HCP_A3+HCP_ZN+MG2ZN11,89,6,5,500
HCP_A3+HCP_ZN+MG2ZN11,88,7,5,500
HCP_A3+HCP_ZN+MG2ZN11,87,8,5,500
HCP_A3+HCP_ZN+MG2ZN11,86,9,5,500
HCP_A3+HCP_ZN+MG2ZN11,85,10,5,500
HCP_A3+HCP_ZN+MG2ZN11,84,11,5,500
HCP_A3+LAVES_C14+MG2ZN11,83,12,5,500
HCP_A3+LAVES_C14+MG2ZN11,82,13,5,500
HCP_A3+LAVES_C14+MG2ZN11,81,14,5,500
HCP_A3+LAVES_C14+MG2ZN11,80,15,5,500
HCP_A3+LAVES_C14+MG2ZN11,79,16,5,500
HCP_A3+LAVES_C14+MG2ZN11,78,17,5,500
HCP_A3+LAVES_C14+MG2ZN11,77,18,5,500
HCP_A3+LAVES_C14+MG2ZN11,76,19,5,500
HCP_A3+LAVES_C14+MG2ZN11,75,20,5,500
HCP_A3+LAVES_C14+MG2ZN11,74,21,5,500
HCP_A3+LAVES_C14+MG2ZN11,73,22,5,500
HCP_A3+LAVES_C14,72,23,5,500
HCP_A3+LAVES_C14,71,24,5,500
HCP_A3+LAVES_C14,70,25,5,500
HCP_A3+LAVES_C14,69,26,5,500
HCP_A3+LAVES_C14,68,27,5,500
HCP_A3+LAVES_C14+LAVES_C36,67,28,5,500
HCP_A3+LAVES_C14+LAVES_C36,66,29,5,500
HCP_A3+LAVES_C14+LAVES_C36,65,30,5,500
HCP_A3+LAVES_C14+LAVES_C36,64,31,5,500
HCP_A3+LAVES_C14+LAVES_C36,63,32,5,500
LAVES_C14+LAVES_C36+MG2ZN3,62,33,5,500
LAVES_C14+LAVES_C36+MG2ZN3,61,34,5,500
LAVES_C14+LAVES_C36+MG2ZN3,60,35,5,500
LAVES_C14+LAVES_C36+MG2ZN3,59,36,5,500
LAVES_C14+LAVES_C36+MG2ZN3,58,37,5,500
HCP_A3+LAVES_C36+MGZN,57,38,5,500
HCP_A3+LAVES_C36+MGZN,56,39,5,500
HCP_A3+LAVES_C36+MGZN,55,40,5,500
HCP_A3+LAVES_C36+MGZN,54,41,5,500
HCP_A3+LAVES_C36+MGZN,53,42,5,500
HCP_A3+LAVES_C36+MGZN,52,43,5,500
HCP_A3+LAVES_C36+MGZN,51,44,5,500
HCP_A3+LAVES_C36+MGZN,50,45,5,500
HCP_A3+LAVES_C36+MGZN,49,46,5,500
HCP_A3+LAVES_C36+MGZN,48,47,5,500
HCP_A3+LAVES_C36+MGZN,47,48,5,500
HCP_A3+LAVES_C36+MGZN,46,49,5,500
HCP_A3+LAVES_C36+MGZN,45,50,5,500
HCP_A3+LAVES_C36+MGZN,44,51,5,500
HCP_A3+LAVES_C36+MGZN,43,52,5,500
HCP_A3+LAVES_C36+MGZN,42,53,5,500
HCP_A3+LAVES_C36+MGZN,41,54,5,500
HCP_A3+LAVES_C36+MGZN,40,55,5,500
HCP_A3+LAVES_C36+MGZN,39,56,5,500
HCP_A3+LAVES_C36+MGZN,38,57,5,500
HCP_A3+LAVES_C36+MGZN,37,58,5,500
HCP_A3+LAVES_C36+MGZN,36,59,5,500
HCP_A3+LAVES_C36+MGZN,35,60,5,500
HCP_A3+LAVES_C36+MGZN,34,61,5,500
HCP_A3+LAVES_C36,33,62,5,500
HCP_A3+LAVES_C36,32,63,5,500
HCP_A3+LAVES_C36,31,64,5,500
HCP_A3+LAVES_C36,30,65,5,500
HCP_A3+LAVES_C36,29,66,5,500
HCP_A3+LAVES_C36,28,67,5,500
HCP_A3+LAVES_C36,27,68,5,500
HCP_A3+LAVES_C36,26,69,5,500
HCP_A3+LAVES_C36,25,70,5,500
HCP_A3+LAVES_C36,24,71,5,500
HCP_A3+LAVES_C36,23,72,5,500
HCP_A3+LAVES_C36,22,73,5,500
HCP_A3+LAVES_C36,21,74,5,500
HCP_A3+LAVES_C36,20,75,5,500
HCP_A3+LAVES_C36,19,76,5,500
HCP_A3+LAVES_C36,18,77,5,500
HCP_A3+LAVES_C15+LAVES_C36,17,78,5,500
HCP_A3+LAVES_C15+LAVES_C36,16,79,5,500
HCP_A3+LAVES_C15+LAVES_C36,15,80,5,500
HCP_A3+LAVES_C15+LAVES_C36,14,81,5,500
HCP_A3+LAVES_C15+LAVES_C36,13,82,5,500
HCP_A3+LAVES_C15,12,83,5,500
HCP_A3+LAVES_C15,11,84,5,500
HCP_A3+LAVES_C15,10,85,5,500
