phase_name,Zn,Mg,Cu
LIQUID,11,30,59
LIQUID,11,31,58
LIQUID,11,32,57
LIQUID,11,33,56
LIQUID,11,34,55
LIQUID,11,35,54
LIQUID,11,36,53
LIQUID,11,37,52
LIQUID,11,38,51
LIQUID,11,39,50
LIQUID,11,40,49
LIQUID,11,41,48
LIQUID,11,42,47
LIQUID,11,43,46
LIQUID,11,44,45
LIQUID,11,45,44
LIQUID,11,46,43
LIQUID,11,47,42
LIQUID,11,48,41
LIQUID,11,49,40
LIQUID,11,50,39
LIQUID,11,51,38
LIQUID,11,52,37
LIQUID,11,53,36
LIQUID,11,54,35
LIQUID,11,55,34
LIQUID,11,56,33
LIQUID,11,57,32
LIQUID,11,58,31
LIQUID,11,59,30
LIQUID,11,60,29
LIQUID,11,61,28
LIQUID,11,62,27
LIQUID,11,63,26
LIQUID,11,64,25
LIQUID,11,65,24
LIQUID,11,66,23
LIQUID,11,67,22
LIQUID,11,68,21
LIQUID,11,69,20
LIQUID,11,70,19
LIQUID,11,71,18
LIQUID,11,72,17
LIQUID,11,73,16
LIQUID,11,74,15
LIQUID,11,75,14
LIQUID,11,76,13
LIQUID,11,77,12
LIQUID,11,78,11
LIQUID,11,79,10
LIQUID,11,80,9
LIQUID,11,81,8
LIQUID,11,82,7
LIQUID,11,83,6
LIQUID,11,84,5
LIQUID,11,85,4
LIQUID,11,86,3
LIQUID,11,87,2
LIQUID,11,88,1
LIQUID,11,89,0
FCC_A1,10,0,90
FCC_A1,10,1,89
FCC_A1,10,2,88
FCC_A1+LIQUID,10,3,87
FCC_A1+LIQUID,10,4,86
FCC_A1+LIQUID,10,5,85
FCC_A1+LIQUID,10,6,84
FCC_A1+LIQUID,10,7,83
LIQUID,10,8,82
LIQUID,10,9,81
LIQUID,10,10,80
LIQUID,10,11,79
LIQUID,10,12,78
LIQUID,10,13,77
LIQUID,10,14,76
LIQUID,10,15,75
LIQUID,10,16,74
LIQUID,10,17,73
LIQUID,10,18,72
LIQUID,10,19,71
LIQUID,10,20,70
LIQUID,10,21,69
LIQUID,10,22,68
LIQUID,10,23,67
LIQUID,10,24,66
LIQUID,10,25,65
LIQUID,10,26,64
LIQUID,10,27,63
LIQUID,10,28,62
LIQUID,10,29,61
LIQUID,10,30,60
LIQUID,10,31,59
LIQUID,10,32,58
LIQUID,10,33,57
LIQUID,10,34,56
LIQUID,10,35,55
LIQUID,10,36,54
LIQUID,10,37,53
LIQUID,10,38,52
LIQUID,10,39,51
LIQUID,10,40,50
LIQUID,10,41,49
LIQUID,10,42,48
LIQUID,10,43,47
LIQUID,10,44,46
LIQUID,10,45,45
LIQUID,10,46,44
LIQUID,10,47,43
LIQUID,10,48,42
LIQUID,10,49,41
LIQUID,10,50,40
LIQUID,10,51,39
LIQUID,10,52,38
LIQUID,10,53,37
LIQUID,10,54,36
LIQUID,10,55,35
LIQUID,10,56,34
LIQUID,10,57,33
LIQUID,10,58,32
LIQUID,10,59,31
LIQUID,10,60,30
LIQUID,10,61,29
LIQUID,10,62,28
LIQUID,10,63,27
LIQUID,10,64,26
LIQUID,10,65,25
LIQUID,10,66,24
LIQUID,10,67,23
LIQUID,10,68,22
LIQUID,10,69,21
LIQUID,10,70,20
LIQUID,10,71,19
LIQUID,10,72,18
LIQUID,10,73,17
LIQUID,10,74,16
LIQUID,10,75,15
LIQUID,10,76,14
LIQUID,10,77,13
LIQUID,10,78,12
LIQUID,10,79,11
LIQUID,10,80,10
LIQUID,10,81,9
LIQUID,10,82,8
LIQUID,10,83,7
LIQUID,10,84,6
LIQUID,10,85,5
LIQUID,10,86,4
LIQUID,10,87,3
LIQUID,10,88,2
LIQUID,10,89,1
LIQUID,10,90,0
FCC_A1,9,0,91
FCC_A1,9,1,90
FCC_A1,9,2,89
FCC_A1+LIQUID,9,3,88
FCC_A1+LIQUID,9,4,87
FCC_A1+LIQUID,9,5,86
FCC_A1+LIQUID,9,6,85
FCC_A1+LIQUID,9,7,84
LIQUID,9,8,83
LIQUID,9,9,82
LIQUID,9,10,81
LIQUID,9,11,80
LIQUID,9,12,79
LIQUID,9,13,78
LIQUID,9,14,77
LIQUID,9,15,76
LIQUID,9,16,75
LIQUID,9,17,74
LIQUID,9,18,73
LIQUID,9,19,72
LIQUID,9,20,71
LIQUID,9,21,70
LIQUID,9,22,69
LIQUID,9,23,68
LIQUID,9,24,67
LIQUID,9,25,66
LIQUID,9,26,65
LIQUID,9,27,64
LIQUID,9,28,63
LIQUID,9,29,62
LIQUID,9,30,61
LIQUID,9,31,60
LIQUID,9,32,59
LIQUID,9,33,58
LIQUID,9,34,57
LIQUID,9,35,56
LIQUID,9,36,55
LIQUID,9,37,54
LIQUID,9,38,53
LIQUID,9,39,52
LIQUID,9,40,51
LIQUID,9,41,50
LIQUID,9,42,49
LIQUID,9,43,48
LIQUID,9,44,47
LIQUID,9,45,46
LIQUID,9,46,45
LIQUID,9,47,44
LIQUID,9,48,43
LIQUID,9,49,42
LIQUID,9,50,41
LIQUID,9,51,40
LIQUID,9,52,39
LIQUID,9,53,38
LIQUID,9,54,37
LIQUID,9,55,36
LIQUID,9,56,35
LIQUID,9,57,34
LIQUID,9,58,33
LIQUID,9,59,32
LIQUID,9,60,31
LIQUID,9,61,30
LIQUID,9,62,29
LIQUID,9,63,28
LIQUID,9,64,27
LIQUID,9,65,26
LIQUID,9,66,25
LIQUID,9,67,24
LIQUID,9,68,23
LIQUID,9,69,22
LIQUID,9,70,21
LIQUID,9,71,20
LIQUID,9,72,19
LIQUID,9,73,18
LIQUID,9,74,17
LIQUID,9,75,16
LIQUID,9,76,15
LIQUID,9,77,14
LIQUID,9,78,13
LIQUID,9,79,12
LIQUID,9,80,11
LIQUID,9,81,10
LIQUID,9,82,9
LIQUID,9,83,8
LIQUID,9,84,7
LIQUID,9,85,6
LIQUID,9,86,5
LIQUID,9,87,4
LIQUID,9,88,3
LIQUID,9,89,2
LIQUID,9,90,1
LIQUID,9,91,0
FCC_A1,8,0,92
FCC_A1,8,1,91
FCC_A1,8,2,90
FCC_A1+LIQUID,8,3,89
FCC_A1+LIQUID,8,4,88
FCC_A1+LIQUID,8,5,87
FCC_A1+LIQUID,8,6,86
FCC_A1+LIQUID,8,7,85
LIQUID,8,8,84
LIQUID,8,9,83
LIQUID,8,10,82
LIQUID,8,11,81
LIQUID,8,12,80
LIQUID,8,13,79
LIQUID,8,14,78
LIQUID,8,15,77
LIQUID,8,16,76
LIQUID,8,17,75
LIQUID,8,18,74
LIQUID,8,19,73
LIQUID,8,20,72
LIQUID,8,21,71
LIQUID,8,22,70
LIQUID,8,23,69
LIQUID,8,24,68
LIQUID,8,25,67
LIQUID,8,26,66
LIQUID,8,27,65
LIQUID,8,28,64
LIQUID,8,29,63
LIQUID,8,30,62
LIQUID,8,31,61
LIQUID,8,32,60
LIQUID,8,33,59
LIQUID,8,34,58
LIQUID,8,35,57
LIQUID,8,36,56
LIQUID,8,37,55
LIQUID,8,38,54
LIQUID,8,39,53
LIQUID,8,40,52
LIQUID,8,41,51
LIQUID,8,42,50
LIQUID,8,43,49
LIQUID,8,44,48
LIQUID,8,45,47
LIQUID,8,46,46
LIQUID,8,47,45
LIQUID,8,48,44
LIQUID,8,49,43
LIQUID,8,50,42
LIQUID,8,51,41
LIQUID,8,52,40
LIQUID,8,53,39
LIQUID,8,54,38
LIQUID,8,55,37
LIQUID,8,56,36
LIQUID,8,57,35
LIQUID,8,58,34
LIQUID,8,59,33
LIQUID,8,60,32
LIQUID,8,61,31
LIQUID,8,62,30
LIQUID,8,63,29
LIQUID,8,64,28
LIQUID,8,65,27
LIQUID,8,66,26
LIQUID,8,67,25
LIQUID,8,68,24
LIQUID,8,69,23
LIQUID,8,70,22
LIQUID,8,71,21
LIQUID,8,72,20
LIQUID,8,73,19
LIQUID,8,74,18
LIQUID,8,75,17
LIQUID,8,76,16
LIQUID,8,77,15
LIQUID,8,78,14
LIQUID,8,79,13
LIQUID,8,80,12
LIQUID,8,81,11
LIQUID,8,82,10
LIQUID,8,83,9
LIQUID,8,84,8
LIQUID,8,85,7
LIQUID,8,86,6
LIQUID,8,87,5
LIQUID,8,88,4
LIQUID,8,89,3
LIQUID,8,90,2
LIQUID,8,91,1
LIQUID,8,92,0
FCC_A1,7,0,93
FCC_A1,7,1,92
FCC_A1,7,2,91
FCC_A1+LIQUID,7,3,90
FCC_A1+LIQUID,7,4,89
FCC_A1+LIQUID,7,5,88
FCC_A1+LIQUID,7,6,87
FCC_A1+LIQUID,7,7,86
LIQUID,7,8,85
LIQUID,7,9,84
LIQUID,7,10,83
LIQUID,7,11,82
LIQUID,7,12,81
LIQUID,7,13,80
LIQUID,7,14,79
LIQUID,7,15,78
LIQUID,7,16,77
LIQUID,7,17,76
LIQUID,7,18,75
LIQUID,7,19,74
LIQUID,7,20,73
LIQUID,7,21,72
LIQUID,7,22,71
LIQUID,7,23,70
LIQUID,7,24,69
LIQUID,7,25,68
LIQUID,7,26,67
LIQUID,7,27,66
LIQUID,7,28,65
LIQUID,7,29,64
LIQUID,7,30,63
LIQUID,7,31,62
LIQUID,7,32,61
LIQUID,7,33,60
LIQUID,7,34,59
LIQUID,7,35,58
LIQUID,7,36,57
LIQUID,7,37,56
LIQUID,7,38,55
LIQUID,7,39,54
LIQUID,7,40,53
LIQUID,7,41,52
LIQUID,7,42,51
LIQUID,7,43,50
LIQUID,7,44,49
LIQUID,7,45,48
LIQUID,7,46,47
LIQUID,7,47,46
LIQUID,7,48,45
LIQUID,7,49,44
LIQUID,7,50,43
LIQUID,7,51,42
LIQUID,7,52,41
LIQUID,7,53,40
LIQUID,7,54,39
LIQUID,7,55,38
LIQUID,7,56,37
LIQUID,7,57,36
LIQUID,7,58,35
LIQUID,7,59,34
LIQUID,7,60,33
LIQUID,7,61,32
LIQUID,7,62,31
LIQUID,7,63,30
LIQUID,7,64,29
LIQUID,7,65,28
LIQUID,7,66,27
LIQUID,7,67,26
LIQUID,7,68,25
LIQUID,7,69,24
LIQUID,7,70,23
LIQUID,7,71,22
LIQUID,7,72,21
LIQUID,7,73,20
LIQUID,7,74,19
LIQUID,7,75,18
LIQUID,7,76,17
LIQUID,7,77,16
LIQUID,7,78,15
LIQUID,7,79,14
LIQUID,7,80,13
LIQUID,7,81,12
LIQUID,7,82,11
LIQUID,7,83,10
LIQUID,7,84,9
LIQUID,7,85,8
LIQUID,7,86,7
LIQUID,7,87,6
LIQUID,7,88,5
LIQUID,7,89,4
LIQUID,7,90,3
LIQUID,7,91,2
LIQUID,7,92,1
LIQUID,7,93,0
FCC_A1,6,0,94
FCC_A1,6,1,93
FCC_A1,6,2,92
FCC_A1+LIQUID,6,3,91
FCC_A1+LIQUID,6,4,90
FCC_A1+LIQUID,6,5,89
FCC_A1+LIQUID,6,6,88
FCC_A1+LIQUID,6,7,87
LIQUID,6,8,86
LIQUID,6,9,85
LIQUID,6,10,84
LIQUID,6,11,83
LIQUID,6,12,82
LIQUID,6,13,81
LIQUID,6,14,80
LIQUID,6,15,79
LIQUID,6,16,78
LIQUID,6,17,77
LIQUID,6,18,76
LIQUID,6,19,75
LIQUID,6,20,74
LIQUID,6,21,73
LIQUID,6,22,72
LIQUID,6,23,71
LIQUID,6,24,70
LIQUID,6,25,69
LIQUID,6,26,68
LIQUID,6,27,67
LIQUID,6,28,66
LIQUID,6,29,65
LIQUID,6,30,64
LIQUID,6,31,63
LIQUID,6,32,62
LIQUID,6,33,61
LIQUID,6,34,60
LIQUID,6,35,59
LIQUID,6,36,58
LIQUID,6,37,57
LIQUID,6,38,56
LIQUID,6,39,55
LIQUID,6,40,54
LIQUID,6,41,53
LIQUID,6,42,52
LIQUID,6,43,51
LIQUID,6,44,50
LIQUID,6,45,49
LIQUID,6,46,48
LIQUID,6,47,47
LIQUID,6,48,46
LIQUID,6,49,45
LIQUID,6,50,44
LIQUID,6,51,43
LIQUID,6,52,42
LIQUID,6,53,41
LIQUID,6,54,40
LIQUID,6,55,39
LIQUID,6,56,38
LIQUID,6,57,37
LIQUID,6,58,36
LIQUID,6,59,35
LIQUID,6,60,34
LIQUID,6,61,33
LIQUID,6,62,32
LIQUID,6,63,31
LIQUID,6,64,30
LIQUID,6,65,29
LIQUID,6,66,28
LIQUID,6,67,27
LIQUID,6,68,26
LIQUID,6,69,25
LIQUID,6,70,24
LIQUID,6,71,23
LIQUID,6,72,22
LIQUID,6,73,21
LIQUID,6,74,20
LIQUID,6,75,19
LIQUID,6,76,18
LIQUID,6,77,17
LIQUID,6,78,16
LIQUID,6,79,15
LIQUID,6,80,14
LIQUID,6,81,13
LIQUID,6,82,12
LIQUID,6,83,11
LIQUID,6,84,10
LIQUID,6,85,9
LIQUID,6,86,8
LIQUID,6,87,7
LIQUID,6,88,6
LIQUID,6,89,5
LIQUID,6,90,4
LIQUID,6,91,3
LIQUID,6,92,2
LIQUID,6,93,1
LIQUID,6,94,0
FCC_A1,5,0,95
FCC_A1,5,1,94
FCC_A1,5,2,93
FCC_A1+LIQUID,5,3,92
FCC_A1+LIQUID,5,4,91
FCC_A1+LIQUID,5,5,90
FCC_A1+LIQUID,5,6,89
FCC_A1+LIQUID,5,7,88
FCC_A1+LIQUID,5,8,87
LIQUID,5,9,86
LIQUID,5,10,85
LIQUID,5,11,84
LIQUID,5,12,83
LIQUID,5,13,82
LIQUID,5,14,81
LIQUID,5,15,80
LIQUID,5,16,79
LIQUID,5,17,78
LIQUID,5,18,77
LIQUID,5,19,76
LIQUID,5,20,75
LIQUID,5,21,74
LIQUID,5,22,73
LIQUID,5,23,72
LIQUID,5,24,71
LIQUID,5,25,70
LIQUID,5,26,69
LIQUID,5,27,68
LIQUID,5,28,67
LIQUID,5,29,66
LIQUID,5,30,65
LIQUID,5,31,64
LIQUID,5,32,63
LIQUID,5,33,62
LIQUID,5,34,61
LIQUID,5,35,60
LIQUID,5,36,59
LIQUID,5,37,58
LIQUID,5,38,57
LIQUID,5,39,56
LIQUID,5,40,55
LIQUID,5,41,54
LIQUID,5,42,53
LIQUID,5,43,52
LIQUID,5,44,51
LIQUID,5,45,50
LIQUID,5,46,49
LIQUID,5,47,48
LIQUID,5,48,47
LIQUID,5,49,46
LIQUID,5,50,45
LIQUID,5,51,44
LIQUID,5,52,43
LIQUID,5,53,42
LIQUID,5,54,41
LIQUID,5,55,40
LIQUID,5,56,39
LIQUID,5,57,38
LIQUID,5,58,37
LIQUID,5,59,36
LIQUID,5,60,35
LIQUID,5,61,34
LIQUID,5,62,33
LIQUID,5,63,32
LIQUID,5,64,31
LIQUID,5,65,30
LIQUID,5,66,29
LIQUID,5,67,28
LIQUID,5,68,27
LIQUID,5,69,26
LIQUID,5,70,25
LIQUID,5,71,24
LIQUID,5,72,23
LIQUID,5,73,22
LIQUID,5,74,21
LIQUID,5,75,20
LIQUID,5,76,19
LIQUID,5,77,18
LIQUID,5,78,17
LIQUID,5,79,16
LIQUID,5,80,15
LIQUID,5,81,14
LIQUID,5,82,13
LIQUID,5,83,12
LIQUID,5,84,11
LIQUID,5,85,10
LIQUID,5,86,9
LIQUID,5,87,8
LIQUID,5,88,7
LIQUID,5,89,6
LIQUID,5,90,5
LIQUID,5,91,4
LIQUID,5,92,3
LIQUID,5,93,2
LIQUID,5,94,1
LIQUID,5,95,0
FCC_A1,4,0,96
FCC_A1,4,1,95
FCC_A1,4,2,94
FCC_A1,4,3,93
FCC_A1+LIQUID,4,4,92
FCC_A1+LIQUID,4,5,91
FCC_A1+LIQUID,4,6,90
FCC_A1+LIQUID,4,7,89
FCC_A1+LIQUID,4,8,88
LIQUID,4,9,87
LIQUID,4,10,86
LIQUID,4,11,85
LIQUID,4,12,84
LIQUID,4,13,83
LIQUID,4,14,82
LIQUID,4,15,81
LIQUID,4,16,80
LIQUID,4,17,79
LIQUID,4,18,78
LIQUID,4,19,77
LIQUID,4,20,76
LIQUID,4,21,75
LIQUID,4,22,74
LIQUID,4,23,73
LIQUID,4,24,72
LIQUID,4,25,71
LIQUID,4,26,70
LIQUID,4,27,69
LIQUID,4,28,68
LIQUID,4,29,67
LIQUID,4,30,66
LIQUID,4,31,65
LIQUID,4,32,64
LIQUID,4,33,63
LIQUID,4,34,62
LIQUID,4,35,61
LIQUID,4,36,60
LIQUID,4,37,59
LIQUID,4,38,58
LIQUID,4,39,57
LIQUID,4,40,56
LIQUID,4,41,55
LIQUID,4,42,54
LIQUID,4,43,53
LIQUID,4,44,52
LIQUID,4,45,51
LIQUID,4,46,50
LIQUID,4,47,49
LIQUID,4,48,48
LIQUID,4,49,47
LIQUID,4,50,46
LIQUID,4,51,45
LIQUID,4,52,44
LIQUID,4,53,43
LIQUID,4,54,42
LIQUID,4,55,41
LIQUID,4,56,40
LIQUID,4,57,39
LIQUID,4,58,38
LIQUID,4,59,37
LIQUID,4,60,36
LIQUID,4,61,35
LIQUID,4,62,34
LIQUID,4,63,33
LIQUID,4,64,32
LIQUID,4,65,31
LIQUID,4,66,30
LIQUID,4,67,29
LIQUID,4,68,28
LIQUID,4,69,27
LIQUID,4,70,26
LIQUID,4,71,25
LIQUID,4,72,24
LIQUID,4,73,23
LIQUID,4,74,22
LIQUID,4,75,21
LIQUID,4,76,20
LIQUID,4,77,19
LIQUID,4,78,18
LIQUID,4,79,17
LIQUID,4,80,16
LIQUID,4,81,15
LIQUID,4,82,14
LIQUID,4,83,13
LIQUID,4,84,12
LIQUID,4,85,11
LIQUID,4,86,10
LIQUID,4,87,9
LIQUID,4,88,8
LIQUID,4,89,7
LIQUID,4,90,6
LIQUID,4,91,5
LIQUID,4,92,4
LIQUID,4,93,3
LIQUID,4,94,2
LIQUID,4,95,1
LIQUID,4,96,0
FCC_A1,3,0,97
FCC_A1,3,1,96
FCC_A1,3,2,95
FCC_A1,3,3,94
FCC_A1+LIQUID,3,4,93
FCC_A1+LIQUID,3,5,92
FCC_A1+LIQUID,3,6,91
FCC_A1+LIQUID,3,7,90
FCC_A1+LIQUID,3,8,89
FCC_A1+LIQUID,3,9,88
LIQUID,3,10,87
LIQUID,3,11,86
LIQUID,3,12,85
LIQUID,3,13,84
LIQUID,3,14,83
LIQUID,3,15,82
LIQUID,3,16,81
LIQUID,3,17,80
LIQUID,3,18,79
LIQUID,3,19,78
LIQUID,3,20,77
LIQUID,3,21,76
LIQUID,3,22,75
LIQUID,3,23,74
LIQUID,3,24,73
LIQUID,3,25,72
LIQUID,3,26,71
LIQUID,3,27,70
LIQUID,3,28,69
LIQUID,3,29,68
LIQUID,3,30,67
LIQUID,3,31,66
LIQUID,3,32,65
LIQUID,3,33,64
LIQUID,3,34,63
LIQUID,3,35,62
LIQUID,3,36,61
LIQUID,3,37,60
LIQUID,3,38,59
LIQUID,3,39,58
LIQUID,3,40,57
LIQUID,3,41,56
LIQUID,3,42,55
LIQUID,3,43,54
LIQUID,3,44,53
LIQUID,3,45,52
LIQUID,3,46,51
LIQUID,3,47,50
LIQUID,3,48,49
LIQUID,3,49,48
LIQUID,3,50,47
LIQUID,3,51,46
LIQUID,3,52,45
LIQUID,3,53,44
LIQUID,3,54,43
LIQUID,3,55,42
LIQUID,3,56,41
LIQUID,3,57,40
LIQUID,3,58,39
LIQUID,3,59,38
LIQUID,3,60,37
LIQUID,3,61,36
LIQUID,3,62,35
LIQUID,3,63,34
LIQUID,3,64,33
LIQUID,3,65,32
LIQUID,3,66,31
LIQUID,3,67,30
LIQUID,3,68,29
LIQUID,3,69,28
LIQUID,3,70,27
LIQUID,3,71,26
LIQUID,3,72,25
LIQUID,3,73,24
LIQUID,3,74,23
LIQUID,3,75,22
LIQUID,3,76,21
LIQUID,3,77,20
LIQUID,3,78,19
LIQUID,3,79,18
LIQUID,3,80,17
LIQUID,3,81,16
LIQUID,3,82,15
LIQUID,3,83,14
LIQUID,3,84,13
LIQUID,3,85,12
LIQUID,3,86,11
LIQUID,3,87,10
LIQUID,3,88,9
LIQUID,3,89,8
LIQUID,3,90,7
LIQUID,3,91,6
LIQUID,3,92,5
LIQUID,3,93,4
LIQUID,3,94,3
LIQUID,3,95,2
LIQUID,3,96,1
LIQUID,3,97,0
FCC_A1,2,0,98
FCC_A1,2,1,97
FCC_A1,2,2,96
FCC_A1,2,3,95
FCC_A1+LIQUID,2,4,94
FCC_A1+LIQUID,2,5,93
FCC_A1+LIQUID,2,6,92
FCC_A1+LIQUID,2,7,91
FCC_A1+LIQUID,2,8,90
FCC_A1+LIQUID,2,9,89
FCC_A1+LIQUID,2,10,88
LIQUID,2,11,87
LIQUID,2,12,86
LIQUID,2,13,85
LIQUID,2,14,84
LIQUID,2,15,83
LIQUID,2,16,82
LIQUID,2,17,81
LIQUID,2,18,80
LIQUID,2,19,79
LIQUID,2,20,78
LIQUID,2,21,77
LIQUID,2,22,76
LIQUID,2,23,75
LIQUID,2,24,74
LIQUID,2,25,73
LIQUID,2,26,72
LIQUID,2,27,71
LIQUID,2,28,70
LIQUID,2,29,69
LIQUID,2,30,68
LIQUID,2,31,67
LIQUID,2,32,66
LIQUID,2,33,65
LIQUID,2,34,64
LIQUID,2,35,63
LIQUID,2,36,62
LIQUID,2,37,61
LIQUID,2,38,60
LIQUID,2,39,59
LIQUID,2,40,58
LIQUID,2,41,57
LIQUID,2,42,56
LIQUID,2,43,55
LIQUID,2,44,54
LIQUID,2,45,53
LIQUID,2,46,52
LIQUID,2,47,51
LIQUID,2,48,50
LIQUID,2,49,49
LIQUID,2,50,48
LIQUID,2,51,47
LIQUID,2,52,46
LIQUID,2,53,45
LIQUID,2,54,44
LIQUID,2,55,43
LIQUID,2,56,42
LIQUID,2,57,41
LIQUID,2,58,40
LIQUID,2,59,39
LIQUID,2,60,38
LIQUID,2,61,37
LIQUID,2,62,36
LIQUID,2,63,35
LIQUID,2,64,34
LIQUID,2,65,33
LIQUID,2,66,32
LIQUID,2,67,31
LIQUID,2,68,30
LIQUID,2,69,29
LIQUID,2,70,28
LIQUID,2,71,27
LIQUID,2,72,26
LIQUID,2,73,25
LIQUID,2,74,24
LIQUID,2,75,23
LIQUID,2,76,22
LIQUID,2,77,21
LIQUID,2,78,20
LIQUID,2,79,19
LIQUID,2,80,18
LIQUID,2,81,17
LIQUID,2,82,16
LIQUID,2,83,15
LIQUID,2,84,14
LIQUID,2,85,13
LIQUID,2,86,12
LIQUID,2,87,11
LIQUID,2,88,10
LIQUID,2,89,9
LIQUID,2,90,8
LIQUID,2,91,7
LIQUID,2,92,6
LIQUID,2,93,5
LIQUID,2,94,4
LIQUID,2,95,3
LIQUID,2,96,2
LIQUID,2,97,1
LIQUID,2,98,0
FCC_A1,1,0,99
FCC_A1,1,1,98
FCC_A1,1,2,97
FCC_A1+LIQUID,1,3,96
FCC_A1+LIQUID,1,4,95
FCC_A1+LIQUID,1,5,94
FCC_A1+LIQUID,1,6,93
FCC_A1+LIQUID,1,7,92
FCC_A1+LIQUID,1,8,91
FCC_A1+LIQUID,1,9,90
FCC_A1+LIQUID,1,10,89
FCC_A1+LIQUID,1,11,88
LIQUID,1,12,87
LIQUID,1,13,86
LIQUID,1,14,85
LIQUID,1,15,84
LIQUID,1,16,83
LIQUID,1,17,82
LIQUID,1,18,81
LIQUID,1,19,80
LIQUID,1,20,79
LIQUID,1,21,78
LIQUID,1,22,77
LIQUID,1,23,76
LIQUID,1,24,75
LIQUID,1,25,74
LIQUID,1,26,73
LIQUID,1,27,72
LIQUID,1,28,71
LIQUID,1,29,70
LIQUID,1,30,69
LIQUID,1,31,68
LIQUID,1,32,67
LIQUID,1,33,66
LIQUID,1,34,65
LIQUID,1,35,64
LIQUID,1,36,63
LIQUID,1,37,62
LIQUID,1,38,61
LIQUID,1,39,60
LIQUID,1,40,59
LIQUID,1,41,58
LIQUID,1,42,57
LIQUID,1,43,56
LIQUID,1,44,55
LIQUID,1,45,54
LIQUID,1,46,53
LIQUID,1,47,52
LIQUID,1,48,51
LIQUID,1,49,50
LIQUID,1,50,49
LIQUID,1,51,48
LIQUID,1,52,47
LIQUID,1,53,46
LIQUID,1,54,45
LIQUID,1,55,44
LIQUID,1,56,43
LIQUID,1,57,42
LIQUID,1,58,41
LIQUID,1,59,40
LIQUID,1,60,39
LIQUID,1,61,38
LIQUID,1,62,37
LIQUID,1,63,36
LIQUID,1,64,35
LIQUID,1,65,34
LIQUID,1,66,33
LIQUID,1,67,32
LIQUID,1,68,31
LIQUID,1,69,30
LIQUID,1,70,29
LIQUID,1,71,28
LIQUID,1,72,27
LIQUID,1,73,26
LIQUID,1,74,25
LIQUID,1,75,24
LIQUID,1,76,23
LIQUID,1,77,22
LIQUID,1,78,21
LIQUID,1,79,20
LIQUID,1,80,19
LIQUID,1,81,18
LIQUID,1,82,17
LIQUID,1,83,16
LIQUID,1,84,15
LIQUID,1,85,14
LIQUID,1,86,13
LIQUID,1,87,12
LIQUID,1,88,11
LIQUID,1,89,10
LIQUID,1,90,9
LIQUID,1,91,8
LIQUID,1,92,7
LIQUID,1,93,6
LIQUID,1,94,5
LIQUID,1,95,4
LIQUID,1,96,3
LIQUID,1,97,2
LIQUID,1,98,1
LIQUID,1,99,0
FCC_A1,0,0,100
FCC_A1,0,1,99
FCC_A1,0,2,98
FCC_A1,0,3,97
FCC_A1+LIQUID,0,4,96
FCC_A1+LIQUID,0,5,95
FCC_A1+LIQUID,0,6,94
FCC_A1+LIQUID,0,7,93
FCC_A1+LIQUID,0,8,92
FCC_A1+LIQUID,0,9,91
FCC_A1+LIQUID,0,10,90
FCC_A1+LIQUID,0,11,89
FCC_A1+LIQUID,0,12,88
LIQUID,0,13,87
LIQUID,0,14,86
LIQUID,0,15,85
LIQUID,0,16,84
LIQUID,0,17,83
LIQUID,0,18,82
LIQUID,0,19,81
LIQUID,0,20,80
LIQUID,0,21,79
LIQUID,0,22,78
LIQUID,0,23,77
LIQUID,0,24,76
LIQUID,0,25,75
LIQUID,0,26,74
LIQUID,0,27,73
LIQUID,0,28,72
LIQUID,0,29,71
LIQUID,0,30,70
LIQUID,0,31,69
LIQUID,0,32,68
LIQUID,0,33,67
LIQUID,0,34,66
LIQUID,0,35,65
LIQUID,0,36,64
LIQUID,0,37,63
LIQUID,0,38,62
LIQUID,0,39,61
LIQUID,0,40,60
LIQUID,0,41,59
LIQUID,0,42,58
LIQUID,0,43,57
LIQUID,0,44,56
LIQUID,0,45,55
LIQUID,0,46,54
LIQUID,0,47,53
LIQUID,0,48,52
LIQUID,0,49,51
LIQUID,0,50,50
LIQUID,0,51,49
LIQUID,0,52,48
LIQUID,0,53,47
LIQUID,0,54,46
LIQUID,0,55,45
LIQUID,0,56,44
LIQUID,0,57,43
LIQUID,0,58,42
LIQUID,0,59,41
LIQUID,0,60,40
LIQUID,0,61,39
LIQUID,0,62,38
LIQUID,0,63,37
LIQUID,0,64,36
LIQUID,0,65,35
LIQUID,0,66,34
LIQUID,0,67,33
LIQUID,0,68,32
LIQUID,0,69,31
LIQUID,0,70,30
LIQUID,0,71,29
LIQUID,0,72,28
LIQUID,0,73,27
LIQUID,0,74,26
LIQUID,0,75,25
LIQUID,0,76,24
LIQUID,0,77,23
LIQUID,0,78,22
LIQUID,0,79,21
LIQUID,0,80,20
LIQUID,0,81,19
LIQUID,0,82,18
LIQUID,0,83,17
LIQUID,0,84,16
LIQUID,0,85,15
LIQUID,0,86,14
LIQUID,0,87,13
LIQUID,0,88,12
LIQUID,0,89,11
LIQUID,0,90,10
LIQUID,0,91,9
LIQUID,0,92,8
LIQUID,0,93,7
LIQUID,0,94,6
LIQUID,0,95,5
LIQUID,0,96,4
LIQUID,0,97,3
LIQUID,0,98,2
LIQUID,0,99,1
LIQUID,0,100,0
